shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
DB0088,-122.160481,37.449135,180009,
DB0088,-122.161076,37.448528,180010,
DB0088,-122.1612899,37.4483109,180011,
DB0088,-122.1612899,37.4483109,190001,
DB0088,-122.161675,37.44792,190002,
DB0088,-122.162259,37.4473,190003,
DB0088,-122.1622743,37.4472846,190004,
DB0088,-122.1622743,37.4472846,200001,
DB0088,-122.162849,37.446707,200002,
DB0088,-122.163434,37.446079,200003,
DB0088,-122.163608,37.4459196,200004,
DB0088,-122.163608,37.4459196,210001,
DB0088,-122.16378,37.445762,210002,
DB0088,-122.164054,37.445487,210003,
DB0088,-122.164306,37.445236,210004,
DB0088,-122.164617,37.44489,210005,
DB0088,-122.164296,37.444658,210006,
DB0088,-122.163445,37.444124,210007,
DB0088,-122.163791,37.443748,210008,
DB0088,-122.163872,37.443664,210009,
DB0088,-122.164052,37.443491,210010,
DB0088,-122.164129,37.443423,210011,
DB0088,-122.164223,37.443336,210012,
DB0088,-122.164351,37.443209,210013,
DB0088,-122.164422,37.443136,210014,
DB0088,-122.164503,37.443053,210015,
DB0088,-122.164556,37.442999,210016,
DB0088,-122.164792,37.442742,210017,
DB0088,-122.165022,37.442482,210018,
DB0088,-122.165068,37.442435,210019,
DB0088,-122.165158,37.442463,210020,
DB0088,-122.165211,37.442481,210021,
DB0088,-122.165254,37.442506,210022,
DB0088,-122.165283,37.442536,210023,
DB0088,-122.165298,37.442571,210024,
DB0088,-122.165307,37.442607,210025,
DB0088,-122.16529,37.442649,210026,
DB0088,-122.165272,37.442689,210027,
